Ticker,Empresa,Razão Social,Situação Registro,Situação Emissor,Segmento de Listagem,Atividade,Ação,Data da Cotação,Tipo de Ação,Último Preço de Fechamento,Fator de Cotação,Volume Financeiro Transacionado,Último Demonstrativo Financeiro,Setor,Subsetor,Segmento,Participação em Índices,Preço/Lucro,Preço/VPA,Preço/Receita Líquida,Preço/FCO,Preço/FCF,Preço/Ativo Total,Preço/EBIT,Preço/Capital Giro,Preço/NCAV,EV/EBIT,EV/EBITDA,EV/Receita Líquida,EV/FCO,EV/FCF,EV/Ativo Total,Market Cap Empresa,Enterprise Value,Data Demonstração Financeira Atual,Preço Atual da Ação,Data do Preço da Ação,Dividend Yield,Receita Líquida,Resultado Bruto,EBIT,Depreciação e Amortização,EBITDA,Lucro Líquido,Lucro/Ação,Menor Preço 52 semanas,Maior Preço 52 semanas,Variação 2024,Variação 1 ano,Variação 2 anos(total),Variação 2 anos(anual),Variação 3 anos(total),Variação 3 anos(anual),Variação 4 anos(total),Variação 4 anos(anual),Variação 5 anos(total),Variação 5 anos(anual),Volume Diário Médio (3 meses),Retorno s/ Capital Tangível Inicial,Retorno s/ Capital Investido Inicial,Retorno s/ Capital Tangível Inicial Pré-Impostos,Retorno s/ Capital Investido Inicial Pré-Impostos,Retorno s/ Patrimônio Líquido Inicial,Retorno s/ Ativo Inicial,Margem Bruta,Margem Líquida,Margem EBIT,Margem EBITDA,Giro do Ativo Inicial,Alavancagem Financeira,Passivo/Patrimônio Líquido,Dívida Líquida/EBITDA,Caixa e Equivalentes de Caixa,Ativo Total,Dívida de Curto Prazo,Dívida de Longo Prazo,Dívida Bruta,Dívida Líquida,Patrimônio Líquido,Valor Patrimonial da Ação,Ações Ordinárias,Ações Preferenciais,Total,Ações Ordinárias em Tesouraria,Ações Preferenciais em Tesouraria,Total em Tesouraria,Ações Ordinárias (Exceto Tesouraria),Ações Preferenciais (Exceto Tesouraria),Total (Exceto Tesouraria),Fluxo de Caixa Operacional,Fluxo de Caixa de Investimentos,Fluxo de Caixa de Financiamentos,Aumento (Redução) de Caixa e Equivalentes,CAPEX 3 meses,Fluxo de Caixa Livre 3 meses,CAPEX 12 meses,Fluxo de Caixa Livre 12 meses,Receita de Intermediação Financeira,Resultado Bruto de Intermediação Financeira,Receita de Prestação de Serviços,Não existem dados para este código de negociação,Dados existentes para códigos de negociação abaixo:,Sem dados para mostrar,Ordinária,Preferencial,Unit
SMTO3,SAO MARTINHO,SAO MARTINHO S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Fabricação e comércio de açúcar. álcool e derivados.,SMTO3,14/10/2024,ON,"R$ 26,46",1 Ação,"R$ 22,91 M",ITR - 30/06/2024,Consumo não Cíclico,Alimentos Processados,Açucar e Alcool,"AGFS, GPTW, IBOVESPA, IBRA, IBRX, ICO2, ICON, IGC, IGCT, IGNM, INDX, ITAG, SMLL","6,46","1,36","1,22","2,41","3,43","0,41","3,50","2,86","-0,73","7,58","3,89","2,65","5,21","7,42","0,88","R$ 8,80 B","R$ 19,05 B",30/06/2024,"R$ 26,46",14/10/2024,"3,39%","R$ 1,64 B","R$ 512,17 M","R$ 363,62 M","- R$ 447,99 M","R$ 811,61 M","R$ 106,32 M","R$ 0,31","R$ 25,07","R$ 37,59","-4,40%","-29,04%","12,08%","5,86%","-19,72%","-7,05%","39,70%","8,71%","79,08%","12,35%","R$ 40,69 M","9,74%","11,03%","14,76%","16,71%","22,41%","7,18%","23,31%","18,94%","34,96%","68,04%","0,38","3,34","2,34","2,10","R$ 205,44 M","R$ 21,65 B","R$ 2,14 B","R$ 8,32 B","R$ 10,46 B","R$ 10,25 B","R$ 6,48 B","R$ 18,71",346.375.066,0,346.375.066,9.850.775,0,9.850.775,336.524.291,0,336.524.291,"R$ 365,32 M","- R$ 784,60 M","R$ 403,62 M","R$ 881,00 mil","- R$ 242,44 M","R$ 122,89 M","- R$ 1,09 B","R$ 2,57 B",,,,,,,,,
SNSY3,SANSUY,SANSUY S.A. INDUSTRIA DE PLASTICOS,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,INDÚSTRIA E COMÉRCIO DE ARTEFATOS PLÁSTICOS,SNSY3,07/10/2024,ON,"R$ 12,75",1 Ação,"R$ 2,55 mil",ITR - 30/06/2024,Materiais Básicos,Materiais Diversos,Materiais Diversos,-,"-1,91","-0,05","0,11","2,45","11,21","0,19","0,53","-5,77","-0,04","1,17","1,08","0,24","5,46","24,93","0,42","R$ 60,19 M","R$ 218,71 M",30/06/2024,"R$ 12,75",07/10/2024,"0,00%","R$ 229,02 M","R$ 60,90 M","R$ 157,14 M","- R$ 4,30 M","R$ 161,44 M","R$ 68,80 M","R$ 8,92","R$ 4,90","R$ 19,46","137,87%","124,08%","82,14%","35,24%","5,37%","1,77%","-65,13%","-23,24%",-,-,"R$ 12,51 mil","45,89%","-7,11%","69,53%","-10,77%","2,76%","-10,56%","26,53%","-5,71%","20,76%","22,53%","1,85","-0,27","-1,27","0,78","R$ 11,74 M","R$ 522,06 M","R$ 109,64 M","R$ 60,62 M","R$ 170,26 M","R$ 158,52 M","- R$ 1,92 B","- R$ 248,20",2.657.920,5.058.480,7.716.400,0,0,0,2.657.920,5.058.480,7.716.400,"R$ 11,07 M","- R$ 6,97 M","R$ 3,80 M","R$ 7,90 M","- R$ 6,97 M","R$ 4,10 M","- R$ 31,32 M","R$ 8,77 M",,,,,,,,,
SNSY5,SANSUY,SANSUY S.A. INDUSTRIA DE PLASTICOS,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,INDÚSTRIA E COMÉRCIO DE ARTEFATOS PLÁSTICOS,SNSY5,14/10/2024,PNA,"R$ 5,20",1 Ação,"R$ 21,61 mil",ITR - 30/06/2024,Materiais Básicos,Materiais Diversos,Materiais Diversos,-,"-0,78","-0,02","0,04","1,00","4,57","0,08","0,21","-2,35","-0,02","1,17","1,08","0,24","5,46","24,93","0,42","R$ 60,19 M","R$ 218,71 M",30/06/2024,"R$ 5,20",14/10/2024,"0,00%","R$ 229,02 M","R$ 60,90 M","R$ 157,14 M","- R$ 4,30 M","R$ 161,44 M","R$ 68,80 M","R$ 8,92","R$ 3,53","R$ 6,78","36,13%","37,93%","79,31%","33,85%","0,78%","0,26%","-40,23%","-12,07%","105,92%","15,48%","R$ 32,42 mil","45,89%","-7,11%","69,53%","-10,77%","2,76%","-10,56%","26,53%","-5,71%","20,76%","22,53%","1,85","-0,27","-1,27","0,78","R$ 11,74 M","R$ 522,06 M","R$ 109,64 M","R$ 60,62 M","R$ 170,26 M","R$ 158,52 M","- R$ 1,92 B","- R$ 248,20",2.657.920,5.058.480,7.716.400,0,0,0,2.657.920,5.058.480,7.716.400,"R$ 11,07 M","- R$ 6,97 M","R$ 3,80 M","R$ 7,90 M","- R$ 6,97 M","R$ 4,10 M","- R$ 31,32 M","R$ 8,77 M",,,,,,,,,
SNSY6,SANSUY,SANSUY S.A. INDUSTRIA DE PLASTICOS,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,INDÚSTRIA E COMÉRCIO DE ARTEFATOS PLÁSTICOS,SNSY6,25/08/2020,PNB,"R$ 11,51",1 Ação,"R$ 1,15 mil",ITR - 30/06/2024,Materiais Básicos,Materiais Diversos,Materiais Diversos,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 0,00","R$ 0,00",-,-,-,-,-,-,"0,00%","0,00%",-,-,"R$ 0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNSY3,SNSY5,
SOJA3,BOA SAFRA,BOA SAFRA SEMENTES S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Produção de sementes certificadas. exceto de forrageiras para pasto. Comércio atacadista de sementes. flores. plantas e gramas.,SOJA3,14/10/2024,ON,"R$ 12,17",1 Ação,"R$ 5,80 M",ITR - 30/06/2024,Consumo não Cíclico,Agropecuária,Agricultura,"AGFS, IBRA, ICON, IGC, IGCT, IGNM, ITAG, SMLL","5,46","1,27","0,83","35,03","-12,42","0,51","6,95","1,44","-2,16","9,28","8,67","1,11","46,74","-16,57","0,69","R$ 1,65 B","R$ 2,20 B",30/06/2024,"R$ 12,17",14/10/2024,"7,78%","R$ 87,57 M","R$ 31,53 M","R$ 13,05 M","R$ 10,87 M","R$ 2,18 M","R$ 4,37 M","R$ 0,03","R$ 11,49","R$ 18,94","-22,93%","-2,45%","-0,19%","-0,10%","-9,06%","-3,11%",-,-,-,-,"R$ 8,48 M","10,62%","12,65%","16,09%","19,16%","36,75%","14,07%","15,36%","15,18%","11,93%","12,76%","0,93","2,47","1,47","2,17","R$ 404,08 M","R$ 3,20 B","R$ 712,98 M","R$ 241,68 M","R$ 954,66 M","R$ 550,58 M","R$ 1,29 B","R$ 9,57",135.322.144,0,135.322.144,515.800,0,515.800,134.806.344,0,134.806.344,"- R$ 239,11 M","- R$ 259,92 M","R$ 407,59 M","- R$ 89,27 M","- R$ 80,38 M","- R$ 319,50 M","- R$ 179,62 M","- R$ 132,60 M",,,,,,,,,
SOND3,SONDOTECNICA,SONDOTECNICA ENGENHARIA SOLOS S.A.,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,Serviços de Engenharia.,SOND3,10/10/2024,ON,"R$ 47,00",1 Ação,"R$ 9,40 mil",ITR - 30/06/2024,Bens Industriais,Construção e Engenharia,Engenharia Consultiva,-,"17,10","2,20","0,68","7,45","9,08","1,15","9,30","3,97","-6,01","8,81","6,52","0,65","7,05","8,60","1,08","R$ 115,52 M","R$ 109,32 M",30/06/2024,"R$ 47,00",10/10/2024,"9,76%","R$ 41,99 M","R$ 11,79 M","R$ 2,03 M","- R$ 1,24 M","R$ 3,27 M","R$ 1,98 M","R$ 0,81","R$ 47,00","R$ 47,00","0,00%",-,"48,08%","17,30%","69,48%","16,57%",-,-,"118,41%","16,21%","R$ 144,62","15,80%","18,92%","23,95%","28,66%","12,14%","7,31%","31,74%","4,00%","7,36%","9,93%","1,83","1,92","0,92","-0,37","R$ 6,20 M","R$ 100,83 M","R$ 0,00","R$ 0,00","R$ 0,00","- R$ 6,20 M","R$ 52,49 M","R$ 21,35",856.000,1.602.000,2.458.000,0,27.000,27.000,856.000,1.575.000,2.431.000,"- R$ 1,92 M","- R$ 4,26 M","- R$ 1,32 M","- R$ 7,50 M","- R$ 751,00 mil","- R$ 2,67 M","- R$ 2,80 M","R$ 12,72 M",,,,,,,,,
SOND5,SONDOTECNICA,SONDOTECNICA ENGENHARIA SOLOS S.A.,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,Serviços de Engenharia.,SOND5,07/10/2024,PNA,"R$ 47,00",1 Ação,"R$ 14,10 mil",ITR - 30/06/2024,Bens Industriais,Construção e Engenharia,Engenharia Consultiva,-,"17,10","2,20","0,68","7,45","9,08","1,15","9,30","3,97","-6,01","8,81","6,52","0,65","7,05","8,60","1,08","R$ 115,52 M","R$ 109,32 M",30/06/2024,"R$ 47,00",07/10/2024,"21,46%","R$ 41,99 M","R$ 11,79 M","R$ 2,03 M","- R$ 1,24 M","R$ 3,27 M","R$ 1,98 M","R$ 0,81","R$ 46,27","R$ 54,96","-4,98%","2,67%","79,85%","33,95%","84,24%","22,55%","83,56%","16,46%","143,54%","19,33%","R$ 296,94","15,80%","18,92%","23,95%","28,66%","12,14%","7,31%","31,74%","4,00%","7,36%","9,93%","1,83","1,92","0,92","-0,37","R$ 6,20 M","R$ 100,83 M","R$ 0,00","R$ 0,00","R$ 0,00","- R$ 6,20 M","R$ 52,49 M","R$ 21,35",856.000,1.602.000,2.458.000,0,27.000,27.000,856.000,1.575.000,2.431.000,"- R$ 1,92 M","- R$ 4,26 M","- R$ 1,32 M","- R$ 7,50 M","- R$ 751,00 mil","- R$ 2,67 M","- R$ 2,80 M","R$ 12,72 M",,,,,,,,,
SOND6,SONDOTECNICA,SONDOTECNICA ENGENHARIA SOLOS S.A.,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,Serviços de Engenharia.,SOND6,10/10/2024,PNB,"R$ 47,00",1 Ação,"R$ 4,70 mil",ITR - 30/06/2024,Bens Industriais,Construção e Engenharia,Engenharia Consultiva,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 45,80","R$ 55,00","-11,51%","2,10%","97,58%","40,17%","106,71%","26,70%","91,19%","17,63%","183,56%","22,35%","R$ 72,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOND3,SOND5,
SRNA3,SERENA,SERENA ENERGIA S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Atividades de prospecção. estudos. projetos. construção. geração e manutenção de ativos de energ. elét. renov.; comerc. energ. elét.; criar e desenv. sist. info.; fazer estudos. dentre outros.,SRNA3,14/10/2024,ON,"R$ 8,04",1 Ação,"R$ 15,29 M",ITR - 30/06/2024,Utilidade Pública,Energia Elétrica,Energia Elétrica,"IBRA, IEE, IGC, IGCT, IGNM, ISE, ITAG, SMLL, UTIL","17,80","0,94","1,52","12,16","-5,41","0,26","3,58","-5,58","-0,34","11,93","8,35","5,07","40,52","-18,03","0,86","R$ 5,01 B","R$ 16,69 B",30/06/2024,"R$ 8,04",14/10/2024,"0,00%","R$ 761,13 M","R$ 212,93 M","R$ 159,65 M","- R$ 190,18 M","R$ 349,83 M","- R$ 102,68 M","- R$ 0,16","R$ 7,84","R$ 10,32","-17,71%",-,-,-,-,-,-,-,-,-,"R$ 18,15 M","6,72%","6,96%","10,18%","10,54%","5,68%","1,64%","34,88%","8,54%","42,48%","60,70%","0,19","3,64","2,64","5,84","R$ 82,41 M","R$ 19,35 B","R$ 2,48 B","R$ 9,28 B","R$ 11,76 B","R$ 11,68 B","R$ 5,31 B","R$ 8,53",622.730.556,0,622.730.556,36.210,0,36.210,622.694.346,0,622.694.346,"R$ 36,17 M","- R$ 450,85 M","R$ 186,39 M","- R$ 225,09 M","- R$ 128,64 M","- R$ 92,47 M","- R$ 1,34 B","- R$ 925,35 M",,,,,,,,,
STBP3,SANTOS BRP,SANTOS BRASIL PARTICIPACOES S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,A Companhia tem por objeto a exploração portuária através de operações com contêineres. carga geral. veículos. granéis ou afins. operações de logística integrada e a participação em outras sociedades.,STBP3,14/10/2024,ON,"R$ 14,78",1 Ação,"R$ 191,03 M",ITR - 30/06/2024,Bens Industriais,Transporte,Serviços de Apoio e Armazenagem,"GPTW, IBOVESPA, IBRA, IBRX, ICO2, IDIV, IGC, IGCT, IGNM, ISE, ITAG, SMLL","18,69","5,56","5,01","12,84","34,40","2,65","12,15","-319,32","-4,99","12,37","10,13","5,10","13,07","35,02","2,70","R$ 12,77 B","R$ 13,00 B",30/06/2024,"R$ 14,78",14/10/2024,"5,09%","R$ 702,83 M","R$ 380,60 M","R$ 272,57 M","- R$ 65,16 M","R$ 337,73 M","R$ 171,74 M","R$ 0,20","R$ 6,86","R$ 14,86","66,86%","102,92%","106,90%","43,77%","147,65%","35,26%","334,57%","44,35%","168,01%","21,77%","R$ 101,31 M","21,76%","34,66%","32,97%","52,51%","31,37%","15,56%","55,20%","26,82%","41,23%","50,36%","0,58","2,10","1,10","0,18","R$ 309,15 M","R$ 4,82 B","R$ 115,65 M","R$ 422,04 M","R$ 537,69 M","R$ 228,54 M","R$ 2,30 B","R$ 2,66",864.170.000,0,864.170.000,207.000,0,207.000,863.963.000,0,863.963.000,"R$ 268,50 M","- R$ 94,40 M","- R$ 309,30 M","- R$ 135,19 M","- R$ 99,75 M","R$ 168,76 M","- R$ 623,58 M","R$ 371,26 M",,,,,,,,,
SUZB3,SUZANO S.A.,SUZANO S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Indústria e Comércio de Papel e Celulose,SUZB3,14/10/2024,ON,"R$ 54,69",1 Ação,"R$ 199,28 M",ITR - 30/06/2024,Materiais Básicos,Madeira e Papel,Papel e Celulose,"AGFS, IBOVESPA, IBRA, IBRX, IBRX50, ICO2, IGC, IGCT, IGNM, IMAT, INDX, ISE, ITAG, IVBX, MLCX","314,90","1,71","1,72","4,28","12,79","0,45","5,76","2,96","-0,77","12,54","7,58","3,74","9,31","27,85","0,98","R$ 69,13 B","R$ 150,51 B",30/06/2024,"R$ 54,69",14/10/2024,"2,13%","R$ 11,49 B","R$ 5,40 B","R$ 4,61 B","- R$ 2,13 B","R$ 6,74 B","- R$ 3,77 B","- R$ 2,89","R$ 46,64","R$ 65,23","-0,82%","-4,42%","21,35%","10,14%","19,06%","5,98%","23,18%","5,35%","70,48%","11,25%","R$ 304,72 M","7,77%","7,53%","11,77%","11,41%","0,52%","0,16%","38,73%","0,55%","29,82%","49,28%","0,29","3,78","2,78","4,10","R$ 7,25 B","R$ 153,09 B","R$ 7,25 B","R$ 81,37 B","R$ 88,62 B","R$ 81,38 B","R$ 40,49 B","R$ 31,05",1.304.117.615,0,1.304.117.615,27.085.856,0,27.085.856,1.277.031.759,0,1.277.031.759,"R$ 6,07 B","- R$ 3,55 B","R$ 358,19 M","R$ 3,04 B","- R$ 2,41 B","R$ 3,66 B","- R$ 10,77 B","R$ 5,40 B",,,,,,,,,
SYNE3,SYN PROP TEC,SYN PROP E TECH S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Desenvolvimento. locação. administração e operação de imóveis comerciais,SYNE3,14/10/2024,ON,"R$ 7,72",1 Ação,"R$ 5,13 M",ITR - 30/06/2024,Financeiro,Exploração de Imóveis,Exploração de Imóveis,"IGC, IGNM, ITAG","2,49","0,59","0,83","5,45","5,46","0,26","1,38","0,77","-1,18","1,13","1,02","0,68","4,46","4,46","0,21","R$ 1,18 B","R$ 963,14 M",30/06/2024,"R$ 7,72",14/10/2024,"37,34%","R$ 1,08 B","R$ 420,12 M","R$ 705,10 M","- R$ 44,54 M","R$ 749,64 M","R$ 457,11 M","R$ 2,99","R$ 2,74","R$ 8,35","114,40%","167,72%","100,02%","41,36%","98,17%","25,58%",-,-,-,-,"R$ 5,69 M","14,83%","23,89%","22,46%","36,19%","31,37%","11,79%","43,55%","33,40%","60,36%","66,56%","0,35","2,26","1,26","-0,23","R$ 1,21 B","R$ 4,53 B","R$ 119,06 M","R$ 878,19 M","R$ 997,24 M","- R$ 215,28 M","R$ 2,01 B","R$ 13,14",152.644.000,0,152.644.000,0,0,0,152.644.000,0,152.644.000,"R$ 153,56 M","R$ 825,85 M","- R$ 204,22 M","R$ 775,18 M","- R$ 60,00 mil","R$ 153,50 M","- R$ 104,00 mil","R$ 216,00 M",,,,,,,,,
TAEE11,TAESA,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,ATIVO,FASE OPERACIONAL,Nível 2 de Governança Corporativa,Transmissão de Energia Elétrica.,TAEE11,14/10/2024,UNT,"R$ 34,45",1 Ação,"R$ 45,51 M",ITR - 30/06/2024,Utilidade Pública,Energia Elétrica,Energia Elétrica,"GPTW, IBOVESPA, IBRA, IBRX, ICO2, IDIV, IEE, IGC, IGCT, ITAG, SMLL, UTIL","7,70","1,75","3,27","8,16","8,43","0,60","4,77","7,54","-1,03","8,42","8,36","5,77","14,41","14,89","1,06","R$ 11,90 B","R$ 20,96 B",30/06/2024,"R$ 34,45",14/10/2024,"10,04%","R$ 911,11 M","R$ 567,19 M","R$ 646,53 M","- R$ 5,29 M","R$ 649,99 M","R$ 403,14 M","R$ 0,39","R$ 30,40","R$ 36,27","-2,19%","13,18%","6,98%","3,43%","25,79%","7,94%","89,48%","17,31%","106,27%","15,56%","R$ 53,98 M","9,68%","11,11%","14,67%","16,83%","23,03%","8,19%","62,62%","42,44%","68,57%","69,09%","0,19","2,93","1,93","3,61","R$ 1,08 B","R$ 19,81 B","R$ 1,39 B","R$ 8,75 B","R$ 10,14 B","R$ 9,06 B","R$ 6,77 B","R$ 6,55",590.714.000,442.783.000,1.033.497.000,0,0,0,590.714.000,442.783.000,1.033.497.000,"R$ 449,58 M","- R$ 6,83 M","- R$ 439,41 M","R$ 3,35 M","- R$ 6,85 M","R$ 442,73 M","- R$ 47,07 M","R$ 1,41 B",,,,,,,,,
TAEE3,TAESA,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,ATIVO,FASE OPERACIONAL,Nível 2 de Governança Corporativa,Transmissão de Energia Elétrica.,TAEE3,14/10/2024,ON,"R$ 11,48",1 Ação,"R$ 665,86 mil",ITR - 30/06/2024,Utilidade Pública,Energia Elétrica,Energia Elétrica,-,"7,70","1,75","3,27","8,16","8,43","0,60","4,77","7,54","-1,03","8,42","8,36","5,77","14,41","14,89","1,06","R$ 11,90 B","R$ 20,96 B",30/06/2024,"R$ 11,48",14/10/2024,"10,04%","R$ 911,11 M","R$ 567,19 M","R$ 646,53 M","- R$ 5,29 M","R$ 649,99 M","R$ 403,14 M","R$ 0,39","R$ 10,09","R$ 12,00","-2,28%","13,15%","6,28%","3,09%","25,37%","7,82%","89,46%","17,31%","102,76%","15,17%","R$ 988,58 mil","9,68%","11,11%","14,67%","16,83%","23,03%","8,19%","62,62%","42,44%","68,57%","69,09%","0,19","2,93","1,93","3,61","R$ 1,08 B","R$ 19,81 B","R$ 1,39 B","R$ 8,75 B","R$ 10,14 B","R$ 9,06 B","R$ 6,77 B","R$ 6,55",590.714.000,442.783.000,1.033.497.000,0,0,0,590.714.000,442.783.000,1.033.497.000,"R$ 449,58 M","- R$ 6,83 M","- R$ 439,41 M","R$ 3,35 M","- R$ 6,85 M","R$ 442,73 M","- R$ 47,07 M","R$ 1,41 B",,,,,,,,,
TAEE4,TAESA,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,ATIVO,FASE OPERACIONAL,Nível 2 de Governança Corporativa,Transmissão de Energia Elétrica.,TAEE4,14/10/2024,PN,"R$ 11,57",1 Ação,"R$ 1,14 M",ITR - 30/06/2024,Utilidade Pública,Energia Elétrica,Energia Elétrica,-,"7,76","1,77","3,29","8,22","8,50","0,60","4,80","7,60","-1,04","8,42","8,36","5,77","14,41","14,89","1,06","R$ 11,90 B","R$ 20,96 B",30/06/2024,"R$ 11,57",14/10/2024,"9,96%","R$ 911,11 M","R$ 567,19 M","R$ 646,53 M","- R$ 5,29 M","R$ 649,99 M","R$ 403,14 M","R$ 0,39","R$ 10,18","R$ 12,12","-1,89%","13,13%","6,60%","3,24%","26,14%","8,04%","88,14%","17,10%","108,57%","15,82%","R$ 2,08 M","9,68%","11,11%","14,67%","16,83%","23,03%","8,19%","62,62%","42,44%","68,57%","69,09%","0,19","2,93","1,93","3,61","R$ 1,08 B","R$ 19,81 B","R$ 1,39 B","R$ 8,75 B","R$ 10,14 B","R$ 9,06 B","R$ 6,77 B","R$ 6,55",590.714.000,442.783.000,1.033.497.000,0,0,0,590.714.000,442.783.000,1.033.497.000,"R$ 449,58 M","- R$ 6,83 M","- R$ 439,41 M","R$ 3,35 M","- R$ 6,85 M","R$ 442,73 M","- R$ 47,07 M","R$ 1,41 B",,,,,,,,,
TASA3,TAURUS ARMAS,TAURUS ARMAS S.A.,ATIVO,FASE OPERACIONAL,Nível 2 de Governança Corporativa,Indústria e comércio de armas,TASA3,14/10/2024,ON,"R$ 10,47",1 Ação,"R$ 185,66 mil",ITR - 30/06/2024,Bens Industriais,Máquinas e Equipamentos,Armas e Munições,"IGC, ITAG","16,89","1,12","0,77","7,50","19,85","0,58","7,01","3,52","-1,81","9,24","7,64","1,02","9,88","26,14","0,76","R$ 1,29 B","R$ 1,75 B",30/06/2024,"R$ 10,47",14/10/2024,"2,90%","R$ 407,91 M","R$ 144,31 M","R$ 44,01 M","- R$ 12,14 M","R$ 56,15 M","- R$ 8,99 M","- R$ 0,07","R$ 10,37","R$ 15,22","-27,60%","-29,55%","-27,88%","-15,06%","-49,16%","-20,17%","58,74%","12,24%",-,-,"R$ 172,73 mil","8,81%","8,93%","13,34%","13,53%","7,41%","3,83%","33,38%","4,58%","11,02%","13,33%","0,84","1,94","0,94","2,00","R$ 129,01 M","R$ 2,29 B","R$ 503,15 M","R$ 84,06 M","R$ 587,21 M","R$ 458,21 M","R$ 1,18 B","R$ 9,33",46.445.314,80.189.120,126.634.434,0,335.900,335.900,46.445.314,79.853.220,126.298.534,"R$ 44,81 M","- R$ 41,29 M","- R$ 5,42 M","- R$ 2,10 M","- R$ 35,03 M","R$ 9,79 M","- R$ 109,91 M","R$ 66,81 M",,,,,,,,,
TASA4,TAURUS ARMAS,TAURUS ARMAS S.A.,ATIVO,FASE OPERACIONAL,Nível 2 de Governança Corporativa,Indústria e comércio de armas,TASA4,14/10/2024,PN,"R$ 10,00",1 Ação,"R$ 2,55 M",ITR - 30/06/2024,Bens Industriais,Máquinas e Equipamentos,Armas e Munições,"IBRA, IDIV, IGC, IGCT, ITAG, SMLL","16,13","1,07","0,74","7,17","18,95","0,55","6,70","3,36","-1,73","9,24","7,64","1,02","9,88","26,14","0,76","R$ 1,29 B","R$ 1,75 B",30/06/2024,"R$ 10,00",14/10/2024,"3,03%","R$ 407,91 M","R$ 144,31 M","R$ 44,01 M","- R$ 12,14 M","R$ 56,15 M","- R$ 8,99 M","- R$ 0,07","R$ 10,00","R$ 15,40","-30,53%","-34,61%","-31,05%","-16,94%","-49,40%","-20,30%","40,64%","8,89%",-,-,"R$ 2,99 M","8,81%","8,93%","13,34%","13,53%","7,41%","3,83%","33,38%","4,58%","11,02%","13,33%","0,84","1,94","0,94","2,00","R$ 129,01 M","R$ 2,29 B","R$ 503,15 M","R$ 84,06 M","R$ 587,21 M","R$ 458,21 M","R$ 1,18 B","R$ 9,33",46.445.314,80.189.120,126.634.434,0,335.900,335.900,46.445.314,79.853.220,126.298.534,"R$ 44,81 M","- R$ 41,29 M","- R$ 5,42 M","- R$ 2,10 M","- R$ 35,03 M","R$ 9,79 M","- R$ 109,91 M","R$ 66,81 M",,,,,,,,,
TCSA3,TECNISA,TECNISA S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Incorporação. compra e venda de imóveis prontos e a construir. locação e administração de bens imóveis. construção de imóveis e a prestação de serviço de consultoria imobiliária.,TCSA3,14/10/2024,ON,"R$ 1,72",1 Ação,"R$ 63,64 mil",ITR - 30/06/2024,Consumo Cíclico,Construção Civil,Incorporações,"IGC, IGNM, ITAG","-1,08","0,26","0,27","-2,51","-2,44","0,08","-1,46","0,34","-0,19","-8,12","-8,97","1,53","-14,00","-13,58","0,46","R$ 126,63 M","R$ 705,96 M",30/06/2024,"R$ 1,72",14/10/2024,"0,00%","R$ 178,51 M","- R$ 5,68 M","- R$ 22,56 M","- R$ 1,90 M","- R$ 20,66 M","- R$ 31,31 M","- R$ 0,43","R$ 1,71","R$ 4,07","-56,12%","-37,00%","-56,01%","-33,64%","-65,46%","-29,82%","-83,15%","-35,91%","-85,79%","-32,28%","R$ 169,21 mil","-4,53%","-5,13%","-6,87%","-7,77%","-19,52%","-7,45%","-7,76%","-25,32%","-18,84%","-17,06%","0,29","3,16","2,16","-7,36","R$ 178,97 M","R$ 1,53 B","R$ 229,42 M","R$ 528,88 M","R$ 758,30 M","R$ 579,34 M","R$ 482,55 M","R$ 6,55",73.619.000,0,73.619.000,0,0,0,73.619.000,0,73.619.000,"R$ 62,44 M","- R$ 52,91 M","- R$ 6,89 M","R$ 2,64 M","- R$ 184,00 mil","R$ 62,26 M","- R$ 1,58 M","- R$ 51,99 M",,,,,,,,,
